Nome;|V| [kV];|V| [kV];|V| [kV];|V| [pu];|V| [pu];|V| [pu];arg(V) [°];arg(V) [°];arg(V) [°];Nome;|V| [kV];|V| [kV];|V| [kV];|V| [pu];|V| [pu];|V| [pu];arg(V) [°];arg(V) [°];arg(V) [°]
Barra 1502;12,884817;13,607563;13,887816;0,933682;0,986055;1,006363;0,507803;-121,219272;120,776486;Barra 1502;12,942525;13,668352;13,951224;0,937864;0,99046;1,010958;0,111818;-121,621263;120,375298
Barra 1545;12,884803;13,607565;13,887819;0,933681;0,986055;1,006364;0,50781;-121,219294;120,776505;Barra 1545;12,94251;13,668355;13,951228;0,937863;0,990461;1,010959;0,111825;-121,621285;120,375317
Barra 1481;12,88529;13,607481;13,887703;0,933717;0,986049;1,006355;0,507577;-121,218549;120,775854;Barra 1481;12,943;13,66827;13,951111;0,937899;0,990454;1,01095;0,111592;-121,62054;120,374666
Barra 1501;12,88529;13,607481;13,887703;0,933717;0,986049;1,006355;0,507577;-121,21855;120,775854;Barra 1501;12,942999;13,66827;13,951111;0,937899;0,990454;1,01095;0,111592;-121,620541;120,374666
Barra 1495;12,88559;13,607428;13,887631;0,933738;0,986046;1,00635;0,507433;-121,218091;120,775453;Barra 1495;12,943301;13,668218;13,951039;0,93792;0,990451;1,010945;0,111449;-121,620082;120,374266
Barra 1527;12,885588;13,607429;13,887632;0,933738;0,986046;1,00635;0,507434;-121,218095;120,775456;Barra 1527;12,943299;13,668218;13,951039;0,93792;0,990451;1,010945;0,11145;-121,620086;120,374269
Barra 1576;12,885587;13,607429;13,887632;0,933738;0,986046;1,00635;0,507435;-121,218095;120,775457;Barra 1576;12,943298;13,668218;13,95104;0,93792;0,990451;1,010945;0,11145;-121,620086;120,374269
Barra 1505;12,885572;13,607432;13,887636;0,933737;0,986046;1,00635;0,507442;-121,218118;120,775477;Barra 1505;12,943283;13,668221;13,951043;0,937919;0,990451;1,010945;0,111457;-121,620109;120,374289
Barra 1382;12,88554;13,607439;13,887642;0,933735;0,986046;1,006351;0,507439;-121,218164;120,775523;Barra 1382;12,943251;13,668228;13,951049;0,937917;0,990451;1,010946;0,111454;-121,620155;120,374336
Barra 1406;12,885526;13,607441;13,887645;0,933734;0,986046;1,006351;0,507446;-121,218186;120,775543;Barra 1406;12,943236;13,66823;13,951053;0,937916;0,990451;1,010946;0,111461;-121,620177;120,374355
Barra 1435;12,885633;13,607421;13,887621;0,933741;0,986045;1,006349;0,507413;-121,218026;120,775396;Barra 1435;12,943344;13,66821;13,951029;0,937923;0,99045;1,010944;0,111428;-121,620017;120,374209
Barra 1457;12,88561;13,607425;13,887627;0,93374;0,986045;1,00635;0,507424;-121,21806;120,775426;Barra 1457;12,943321;13,668214;13,951034;0,937922;0,99045;1,010944;0,111439;-121,620051;120,374238
Barra 1362;12,886063;13,607348;13,887517;0,933773;0,98604;1,006342;0,50719;-121,217365;120,774824;Barra 1362;12,943776;13,668136;13,950924;0,937955;0,990445;1,010937;0,111205;-121,619356;120,373637
Barra 1404;12,88745;13,607105;13,887187;0,933873;0,986022;1,006318;0,506544;-121,215249;120,772969;Barra 1404;12,945169;13,667893;13,950593;0,938056;0,990427;1,010913;0,110559;-121,617241;120,371781
Barra 1437;12,887449;13,607106;13,887188;0,933873;0,986022;1,006318;0,506544;-121,215251;120,77297;Barra 1437;12,945168;13,667893;13,950593;0,938056;0,990427;1,010913;0,110559;-121,617242;120,371783
Barra 1342;12,887779;13,607049;13,887108;0,933897;0,986018;1,006312;0,506373;-121,214744;120,772532;Barra 1342;12,945499;13,667837;13,950513;0,93808;0,990423;1,010907;0,110389;-121,616736;120,371344
Barra 1364;12,887775;13,60705;13,887109;0,933897;0,986018;1,006312;0,506373;-121,21475;120,772537;Barra 1364;12,945496;13,667837;13,950514;0,938079;0,990423;1,010907;0,110389;-121,616741;120,37135
Barra 1386;12,88863;13,6069;13,886906;0,933959;0,986007;1,006298;0,50598;-121,213446;120,771392;Barra 1386;12,946355;13,667687;13,95031;0,938142;0,990412;1,010892;0,109995;-121,615437;120,370204
Barra 1407;12,88863;13,6069;13,886906;0,933959;0,986007;1,006298;0,50598;-121,213446;120,771392;Barra 1407;12,946355;13,667687;13,95031;0,938142;0,990412;1,010892;0,109995;-121,615437;120,370204
Barra 1385;12,889068;13,606824;13,886801;0,93399;0,986002;1,00629;0,505771;-121,212778;120,770807;Barra 1385;12,946794;13,667611;13,950205;0,938173;0,990407;1,010884;0,109786;-121,614769;120,36962
Barra 1376;12,889115;13,606816;13,88679;0,933994;0,986001;1,006289;0,505748;-121,212705;120,770744;Barra 1376;12,946842;13,667602;13,950194;0,938177;0,990406;1,010884;0,109763;-121,614696;120,369556
Barra 1341;12,889367;13,606772;13,88673;0,934012;0,985998;1,006285;0,505627;-121,21232;120,770408;Barra 1341;12,947095;13,667558;13,950133;0,938195;0,990403;1,010879;0,109643;-121,614312;120,36922
Barra 1318;12,890073;13,60665;13,88656;0,934063;0,985989;1,006272;0,505281;-121,211239;120,769465;Barra 1318;12,947804;13,667436;13,949963;0,938247;0,990394;1,010867;0,109297;-121,61323;120,368278
Barra 1343;12,890073;13,60665;13,88656;0,934063;0,985989;1,006272;0,505281;-121,21124;120,769466;Barra 1343;12,947804;13,667436;13,949963;0,938247;0,990394;1,010867;0,109297;-121,613231;120,368278
Barra 1326;12,890653;13,606549;13,886423;0,934105;0,985982;1,006263;0,505013;-121,210355;120,768689;Barra 1326;12,948387;13,667334;13,949825;0,938289;0,990387;1,010857;0,109028;-121,612346;120,367501
Barra 1347;12,890649;13,60655;13,886423;0,934105;0,985982;1,006263;0,505012;-121,210361;120,768695;Barra 1347;12,948383;13,667335;13,949826;0,938289;0,990387;1,010857;0,109028;-121,612352;120,367507
Barra 1327;12,890896;13,606507;13,886365;0,934123;0,985979;1,006258;0,504897;-121,209984;120,768365;Barra 1327;12,948631;13,667291;13,949767;0,938307;0,990383;1,010853;0,108912;-121,611975;120,367177
Barra 1284;12,890925;13,606502;13,886358;0,934125;0,985978;1,006258;0,504883;-121,209939;120,768325;Barra 1284;12,94866;13,667286;13,949759;0,938309;0,990383;1,010852;0,108898;-121,61193;120,367138
Barra 1316;12,890922;13,606502;13,886358;0,934125;0,985978;1,006258;0,504882;-121,209944;120,76833;Barra 1316;12,948657;13,667287;13,94976;0,938308;0,990383;1,010852;0,108898;-121,611935;120,367143
Barra 1268;12,891794;13,606351;13,88615;0,934188;0,985967;1,006243;0,504467;-121,208612;120,767165;Barra 1268;12,949533;13,667135;13,949551;0,938372;0,990372;1,010837;0,108483;-121,610603;120,365977
Barra 1289;12,891792;13,606351;13,886151;0,934188;0,985967;1,006243;0,504467;-121,208615;120,767168;Barra 1289;12,94953;13,667135;13,949552;0,938372;0,990372;1,010837;0,108483;-121,610606;120,365981
Barra 1294;12,891792;13,606351;13,886151;0,934188;0,985967;1,006243;0,504467;-121,208615;120,767168;Barra 1294;12,949531;13,667135;13,949552;0,938372;0,990372;1,010837;0,108483;-121,610606;120,36598
Barra 1288;12,892815;13,606174;13,885906;0,934262;0,985955;1,006225;0,503977;-121,207051;120,765802;Barra 1288;12,950558;13,666957;13,949306;0,938446;0,990359;1,010819;0,107992;-121,609043;120,364614
Barra 1295;12,894165;13,605939;13,885584;0,93436;0,985938;1,006202;0,503335;-121,204988;120,763996;Barra 1295;12,951915;13,666721;13,948983;0,938545;0,990342;1,010796;0,10735;-121,606979;120,362809
Barra 1264;12,894236;13,605927;13,885567;0,934365;0,985937;1,006201;0,503301;-121,204881;120,763903;Barra 1264;12,951985;13,666709;13,948966;0,93855;0,990341;1,010795;0,107317;-121,606872;120,362715
Barra 1246;12,894277;13,60592;13,885558;0,934368;0,985936;1,0062;0,503281;-121,204818;120,763848;Barra 1246;12,952026;13,666702;13,948956;0,938553;0,990341;1,010794;0,107297;-121,60681;120,36266
Barra 1230;12,898247;13,60523;13,88461;0,934656;0,985886;1,006131;0,501392;-121,198752;120,758541;Barra 1230;12,956014;13,666009;13,948005;0,938842;0,99029;1,010725;0,105407;-121,600743;120,357354
Barra 1236;12,898243;13,605231;13,884611;0,934655;0,985886;1,006131;0,501391;-121,198757;120,758547;Barra 1236;12,956011;13,666009;13,948005;0,938841;0,990291;1,010725;0,105407;-121,600749;120,357359
Barra 1187;12,904458;13,604151;13,883129;0,935106;0,985808;1,006024;0,498438;-121,18926;120,750238;Barra 1187;12,962253;13,664925;13,946517;0,939294;0,990212;1,010617;0,102453;-121,591252;120,349051
Barra 573;13,296083;13,600935;13,854574;0,963484;0,985575;1,003955;0,313795;-120,693846;120,275711;Barra 573;13,35563;13,661676;13,917855;0,967799;0,989977;1,00854;-0,082161;-121,095877;119,874525
Barra 566;13,296144;13,600925;13,85456;0,963489;0,985574;1,003954;0,313766;-120,693753;120,275629;Barra 566;13,355691;13,661665;13,917841;0,967804;0,989976;1,008539;-0,082189;-121,095784;119,874443
Barra 1290;12,941637;13,597701;13,874266;0,9378;0,985341;1,005382;0,480814;-121,132414;120,7005;Barra 1290;12,999599;13,658444;13,937616;0,942;0,989742;1,009972;0,08483;-121,534409;120,299314
Barra 1244;12,941684;13,597693;13,874255;0,937803;0,98534;1,005381;0,480792;-121,132343;120,700438;Barra 1244;12,999646;13,658436;13,937604;0,942003;0,989742;1,009971;0,084808;-121,534338;120,299252
Barra 1263;12,941675;13,597694;13,874257;0,937803;0,98534;1,005381;0,480796;-121,132357;120,70045;Barra 1263;12,999637;13,658438;13,937607;0,942003;0,989742;1,009971;0,084812;-121,534352;120,299264
Barra 1286;12,941674;13,597694;13,874258;0,937802;0,98534;1,005381;0,480796;-121,132358;120,700451;Barra 1286;12,999636;13,658438;13,937607;0,942003;0,989742;1,009971;0,084812;-121,534352;120,299265
Barra 1182;12,941802;13,597672;13,874227;0,937812;0,985339;1,005379;0,480736;-121,132163;120,70028;Barra 1182;12,999764;13,658415;13,937576;0,942012;0,98974;1,009969;0,084751;-121,534157;120,299094
Barra 1211;12,941801;13,597672;13,874227;0,937812;0,985339;1,005379;0,480736;-121,132164;120,700281;Barra 1211;12,999764;13,658416;13,937576;0,942012;0,98974;1,009969;0,084751;-121,534158;120,299095
Barra 1231;12,941797;13,597673;13,874228;0,937811;0,985339;1,005379;0,480736;-121,132169;120,700287;Barra 1231;12,99976;13,658416;13,937577;0,942012;0,98974;1,009969;0,084751;-121,534164;120,299101
Barra 1217;12,941783;13,597675;13,874232;0,93781;0,985339;1,005379;0,480745;-121,132191;120,700305;Barra 1217;12,999746;13,658419;13,937581;0,942011;0,98974;1,00997;0,08476;-121,534186;120,299119
Barra 1237;12,941777;13,597677;13,874233;0,93781;0,985339;1,005379;0,480748;-121,132201;120,700314;Barra 1237;12,999739;13,65842;13,937582;0,94201;0,989741;1,00997;0,084763;-121,534196;120,299128
Barra 1245;12,941777;13,597676;13,874233;0,93781;0,985339;1,005379;0,480748;-121,132201;120,700314;Barra 1245;12,999739;13,65842;13,937582;0,94201;0,989741;1,00997;0,084763;-121,534195;120,299127
Barra 1209;12,941741;13,597683;13,874242;0,937807;0,985339;1,00538;0,480765;-121,132256;120,700362;Barra 1209;12,999703;13,658426;13,937591;0,942007;0,989741;1,00997;0,08478;-121,53425;120,299175
Barra 1162;12,941856;13,597663;13,874214;0,937816;0,985338;1,005378;0,48071;-121,13208;120,700208;Barra 1162;12,999819;13,658406;13,937563;0,942016;0,98974;1,009968;0,084726;-121,534074;120,299022
Barra 1207;12,952517;13,595816;13,871675;0,938588;0,985204;1,005194;0,475675;-121,115769;120,685934;Barra 1207;13,010528;13,65655;13,935013;0,942792;0,989605;1,009784;0,079691;-121,517764;120,284748
Barra 1142;12,952715;13,595782;13,871628;0,938603;0,985202;1,00519;0,475581;-121,115467;120,68567;Barra 1142;13,010726;13,656516;13,934965;0,942806;0,989603;1,00978;0,079597;-121,517462;120,284484
Barra 1180;12,952653;13,595792;13,871643;0,938598;0,985202;1,005191;0,47561;-121,115562;120,685753;Barra 1180;13,010664;13,656527;13,93498;0,942802;0,989603;1,009781;0,079626;-121,517557;120,284567
Barra 1216;12,954709;13,595436;13,871153;0,938747;0,985177;1,005156;0,474641;-121,112416;120,682999;Barra 1216;13,012729;13,656169;13,934488;0,942951;0,989577;1,009746;0,078656;-121,514411;120,281813
Barra 1177;12,954862;13,59541;13,871116;0,938758;0,985175;1,005153;0,474568;-121,112181;120,682794;Barra 1177;13,012883;13,656142;13,934452;0,942963;0,989576;1,009743;0,078583;-121,514176;120,281608
Barra 1214;12,954861;13,59541;13,871117;0,938758;0,985175;1,005153;0,474568;-121,112183;120,682796;Barra 1214;13,012882;13,656143;13,934452;0,942962;0,989576;1,009743;0,078583;-121,514178;120,28161
Barra 1121;12,95495;13,595395;13,871095;0,938764;0,985174;1,005152;0,474526;-121,112047;120,682677;Barra 1121;13,012971;13,656127;13,934431;0,942969;0,989574;1,009741;0,078542;-121,514042;120,281491
Barra 1132;12,954947;13,595395;13,871096;0,938764;0,985174;1,005152;0,474526;-121,11205;120,68268;Barra 1132;13,012969;13,656128;13,934431;0,942969;0,989574;1,009741;0,078542;-121,514045;120,281494
Barra 1152;12,954949;13,595395;13,871096;0,938764;0,985174;1,005152;0,474527;-121,112049;120,682678;Barra 1152;13,01297;13,656127;13,934431;0,942969;0,989574;1,009741;0,078542;-121,514044;120,281492
Barra 1096;12,961203;13,594312;13,869606;0,939218;0,985095;1,005044;0,471577;-121,102477;120,674301;Barra 1096;13,019253;13,655039;13,932935;0,943424;0,989496;1,009633;0,075592;-121,504472;120,273115
Barra 1118;12,961201;13,594312;13,869607;0,939217;0,985095;1,005044;0,471576;-121,102481;120,674305;Barra 1118;13,01925;13,65504;13,932936;0,943424;0,989496;1,009633;0,075592;-121,504476;120,273119
Barra 1071;12,964828;13,593684;13,868743;0,93948;0,98505;1,004981;0,469868;-121,096929;120,669445;Barra 1071;13,022894;13,654409;13,932068;0,943688;0,98945;1,00957;0,073884;-121,498924;120,26826
Barra 1091;12,964825;13,593685;13,868744;0,93948;0,98505;1,004981;0,469868;-121,096934;120,66945;Barra 1091;13,022891;13,65441;13,932069;0,943688;0,98945;1,00957;0,073883;-121,498929;120,268265
Barra 1049;12,97103;13,592611;13,867267;0,93993;0,984972;1,004874;0,466947;-121,087436;120,661137;Barra 1049;13,029124;13,653331;13,930586;0,944139;0,989372;1,009463;0,070963;-121,489432;120,259951
Barra 1080;12,971023;13,592613;13,867269;0,939929;0,984972;1,004875;0,46695;-121,087446;120,661146;Barra 1080;13,029117;13,653332;13,930587;0,944139;0,989372;1,009463;0,070966;-121,489442;120,25996
Barra 1034;12,972482;13,59236;13,866921;0,940035;0,984954;1,004849;0,466263;-121,085213;120,659191;Barra 1034;13,030582;13,653079;13,930239;0,944245;0,989354;1,009438;0,070279;-121,487209;120,258006
Barra 1055;12,972482;13,59236;13,866921;0,940035;0,984954;1,004849;0,466263;-121,085213;120,659191;Barra 1055;13,030582;13,653079;13,930239;0,944245;0,989354;1,009438;0,070279;-121,487209;120,258006
Barra 571;13,273109;13,591281;13,845915;0,961819;0,984875;1,003327;0,324349;-120,706245;120,295793;Barra 571;13,332554;13,65198;13,909154;0,966127;0,989274;1,00791;-0,071613;-121,108272;119,894608
Barra 1357;12,982287;13,590664;13,864589;0,940745;0,984831;1,00468;0,461665;-121,070203;120,646048;Barra 1357;13,040431;13,651374;13,927896;0,944959;0,98923;1,009268;0,065681;-121,4722;120,244863
Barra 1361;12,982287;13,590664;13,864589;0,940745;0,984831;1,00468;0,461665;-121,070204;120,646048;Barra 1361;13,040431;13,651374;13,927896;0,944959;0,98923;1,009268;0,065681;-121,4722;120,244863
Barra 1365;12,982287;13,590664;13,864589;0,940745;0,984831;1,00468;0,461665;-121,070204;120,646049;Barra 1365;13,040431;13,651374;13,927896;0,944959;0,98923;1,009268;0,065681;-121,472201;120,244864
Barra 1346;12,98238;13,590648;13,864567;0,940752;0,98483;1,004679;0,461621;-121,070061;120,645924;Barra 1346;13,040525;13,651358;13,927874;0,944966;0,989229;1,009266;0,065636;-121,472057;120,244738
Barra 1285;12,982368;13,59065;13,86457;0,940751;0,98483;1,004679;0,461627;-121,070079;120,64594;Barra 1285;13,040512;13,65136;13,927877;0,944965;0,989229;1,009266;0,065642;-121,472076;120,244755
Barra 1320;12,982367;13,59065;13,86457;0,940751;0,98483;1,004679;0,461627;-121,07008;120,645941;Barra 1320;13,040512;13,65136;13,927877;0,944965;0,989229;1,009266;0,065642;-121,472077;120,244756
Barra 1319;12,982336;13,590655;13,864577;0,940749;0,98483;1,00468;0,461642;-121,070128;120,645982;Barra 1319;13,040481;13,651365;13,927884;0,944962;0,989229;1,009267;0,065657;-121,472125;120,244797
Barra 1356;12,982333;13,590656;13,864578;0,940749;0,98483;1,00468;0,461641;-121,070133;120,645987;Barra 1356;13,040477;13,651366;13,927885;0,944962;0,989229;1,009267;0,065657;-121,47213;120,244802
Barra 1266;12,982459;13,590634;13,864548;0,940758;0,984829;1,004677;0,461584;-121,06994;120,645818;Barra 1266;13,040603;13,651344;13,927855;0,944971;0,989228;1,009265;0,065599;-121,471937;120,244633
Barra 1322;12,98244;13,590637;13,864553;0,940756;0,984829;1,004678;0,461593;-121,06997;120,645844;Barra 1322;13,040584;13,651347;13,92786;0,94497;0,989228;1,009265;0,065608;-121,471966;120,244659
Barra 1339;12,982439;13,590637;13,864553;0,940756;0,984829;1,004678;0,461593;-121,06997;120,645845;Barra 1339;13,040584;13,651348;13,92786;0,94497;0,989228;1,009265;0,065608;-121,471967;120,24466
Barra 1247;12,982765;13,590581;13,864475;0,94078;0,984825;1,004672;0,461438;-121,069472;120,645409;Barra 1247;13,040911;13,651291;13,927782;0,944994;0,989224;1,00926;0,065454;-121,471468;120,244223
Barra 1240;12,982751;13,590583;13,864478;0,940779;0,984825;1,004672;0,461445;-121,069492;120,645426;Barra 1240;13,040898;13,651293;13,927785;0,944993;0,989224;1,00926;0,06546;-121,471489;120,244241
Barra 1239;12,982713;13,59059;13,864488;0,940776;0,984825;1,004673;0,461463;-121,069551;120,645478;Barra 1239;13,040859;13,6513;13,927794;0,94499;0,989225;1,00926;0,065479;-121,471548;120,244293
Barra 1218;12,982783;13,590578;13,864471;0,940781;0,984824;1,004672;0,461429;-121,069443;120,645384;Barra 1218;13,04093;13,651288;13,927777;0,944995;0,989224;1,009259;0,065445;-121,47144;120,244198
Barra 1238;12,982939;13,590551;13,864434;0,940793;0,984823;1,004669;0,461355;-121,069204;120,645175;Barra 1238;13,041086;13,651261;13,92774;0,945006;0,989222;1,009257;0,065371;-121,471201;120,243989
Barra 1272;12,982939;13,590551;13,864434;0,940793;0,984823;1,004669;0,461356;-121,069205;120,645175;Barra 1272;13,041086;13,651261;13,92774;0,945006;0,989222;1,009257;0,065371;-121,471202;120,24399
Barra 1267;12,982929;13,590553;13,864436;0,940792;0,984823;1,004669;0,46136;-121,069219;120,645188;Barra 1267;13,041076;13,651263;13,927742;0,945006;0,989222;1,009257;0,065376;-121,471216;120,244003
Barra 1188;12,98291;13,590556;13,864441;0,940791;0,984823;1,00467;0,461369;-121,06925;120,645214;Barra 1188;13,041056;13,651266;13,927747;0,945004;0,989222;1,009257;0,065385;-121,471246;120,244029
Barra 1208;12,98298;13,590544;13,864424;0,940796;0,984822;1,004668;0,461336;-121,069142;120,64512;Barra 1208;13,041127;13,651254;13,92773;0,945009;0,989221;1,009256;0,065352;-121,471138;120,243935
Barra 1159;12,982974;13,590545;13,864425;0,940795;0,984822;1,004669;0,461339;-121,069151;120,645128;Barra 1159;13,041121;13,651255;13,927732;0,945009;0,989221;1,009256;0,065355;-121,471148;120,243943
Barra 1185;12,982973;13,590545;13,864426;0,940795;0,984822;1,004669;0,461339;-121,069152;120,645129;Barra 1185;13,04112;13,651255;13,927732;0,945009;0,989221;1,009256;0,065355;-121,471149;120,243944
Barra 1243;12,98297;13,590546;13,864426;0,940795;0,984822;1,004669;0,461341;-121,069157;120,645134;Barra 1243;13,041117;13,651256;13,927733;0,945008;0,989221;1,009256;0,065357;-121,471154;120,243949
Barra 1189;12,983033;13,590535;13,864411;0,940799;0,984821;1,004667;0,461311;-121,069061;120,64505;Barra 1189;13,04118;13,651245;13,927718;0,945013;0,989221;1,009255;0,065327;-121,471058;120,243864
Barra 1134;12,983143;13,590516;13,864385;0,940807;0,98482;1,004666;0,461259;-121,068892;120,644902;Barra 1134;13,041291;13,651226;13,927691;0,945021;0,989219;1,009253;0,065274;-121,470889;120,243717
Barra 1119;12,983385;13,590474;13,864328;0,940825;0,984817;1,004661;0,461144;-121,068521;120,644578;Barra 1119;13,041534;13,651184;13,927633;0,945039;0,989216;1,009249;0,065159;-121,470518;120,243393
Barra 1140;12,983385;13,590474;13,864328;0,940825;0,984817;1,004661;0,461144;-121,068522;120,644578;Barra 1140;13,041534;13,651184;13,927633;0,945039;0,989216;1,009249;0,06516;-121,470518;120,243393
Barra 1161;12,983894;13,590386;13,864206;0,940862;0,984811;1,004653;0,460902;-121,067742;120,643896;Barra 1161;13,042045;13,651095;13,927512;0,945076;0,98921;1,00924;0,064918;-121,469738;120,242711
Barra 1092;12,983956;13,590376;13,864191;0,940866;0,98481;1,004652;0,460873;-121,067647;120,643813;Barra 1092;13,042107;13,651085;13,927497;0,94508;0,989209;1,009239;0,064888;-121,469643;120,242628
Barra 1133;12,983935;13,590379;13,864197;0,940865;0,98481;1,004652;0,460883;-121,067679;120,643841;Barra 1133;13,042086;13,651088;13,927502;0,945079;0,989209;1,009239;0,064899;-121,469676;120,242656
Barra 1081;12,984036;13,590362;13,864172;0,940872;0,984809;1,00465;0,460835;-121,067523;120,643705;Barra 1081;13,042188;13,651071;13,927478;0,945086;0,989208;1,009238;0,06485;-121,46952;120,24252
Barra 1098;12,984021;13,590365;13,864176;0,940871;0,984809;1,00465;0,460842;-121,067547;120,643726;Barra 1098;13,042172;13,651074;13,927481;0,945085;0,989208;1,009238;0,064858;-121,469544;120,242541
Barra 652;13,273415;13,590299;13,845559;0,961842;0,984804;1,003301;0,325057;-120,705068;120,294393;Barra 652;13,332861;13,650994;13,908797;0,966149;0,989202;1,007884;-0,070905;-121,107095;119,893209
Barra 1054;12,984494;13,590283;13,864063;0,940905;0,984803;1,004642;0,460617;-121,066821;120,643092;Barra 1054;13,042648;13,650991;13,927368;0,945119;0,989202;1,00923;0,064633;-121,468818;120,241907
Barra 1066;12,984494;13,590283;13,864063;0,940905;0,984803;1,004642;0,460617;-121,066821;120,643092;Barra 1066;13,042648;13,650991;13,927368;0,945119;0,989202;1,00923;0,064633;-121,468818;120,241907
Barra 1082;12,984479;13,590286;13,864067;0,940904;0,984803;1,004643;0,460625;-121,066845;120,643113;Barra 1082;13,042632;13,650994;13,927372;0,945118;0,989202;1,00923;0,06464;-121,468842;120,241928
Barra 612;13,273357;13,590216;13,845918;0,961837;0,984798;1,003327;0,325627;-120,705566;120,294234;Barra 612;13,332802;13,65091;13,909157;0,966145;0,989196;1,00791;-0,070335;-121,107592;119,893049
Barra 1012;12,98503;13,59019;13,863935;0,940944;0,984796;1,004633;0,460363;-121,066;120,642374;Barra 1012;13,043186;13,650899;13,92724;0,945158;0,989196;1,00922;0,064378;-121,467997;120,241189
Barra 991;12,987136;13,589826;13,863434;0,941097;0,98477;1,004597;0,459373;-121,062775;120,639551;Barra 991;13,045302;13,650533;13,926736;0,945312;0,989169;1,009184;0,063388;-121,464772;120,238366
Barra 1013;12,98713;13,589828;13,863435;0,941096;0,98477;1,004597;0,459372;-121,062783;120,639559;Barra 1013;13,045296;13,650534;13,926738;0,945311;0,989169;1,009184;0,063388;-121,46478;120,238374
Barra 640;13,273583;13,589126;13,846049;0,961854;0,984719;1,003337;0,327102;-120,705067;120,292624;Barra 640;13,33303;13,649816;13,909289;0,966162;0,989117;1,007919;-0,06886;-121,107093;119,89144
Barra 655;13,273573;13,589116;13,846038;0,961853;0,984719;1,003336;0,327106;-120,705061;120,292628;Barra 655;13,33302;13,649805;13,909278;0,966161;0,989116;1,007919;-0,068856;-121,107087;119,891444
Barra 610;13,266834;13,588942;13,843624;0,961365;0,984706;1,003161;0,326948;-120,709839;120,301605;Barra 610;13,326251;13,649631;13,906852;0,96567;0,989104;1,007743;-0,069015;-121,111864;119,900421
Barra 592;13,266908;13,588929;13,843606;0,96137;0,984705;1,00316;0,326914;-120,709725;120,301505;Barra 592;13,326325;13,649618;13,906835;0,965676;0,989103;1,007742;-0,06905;-121,11175;119,900321
Barra 657;13,274026;13,587301;13,846334;0,961886;0,984587;1,003358;0,329628;-120,704239;120,289825;Barra 657;13,333475;13,647982;13,909575;0,966194;0,988984;1,00794;-0,066335;-121,106265;119,888641
Barra 672;13,274042;13,587236;13,846344;0,961887;0,984582;1,003358;0,329718;-120,70421;120,289725;Barra 672;13,333491;13,647917;13,909586;0,966195;0,988979;1,007941;-0,066244;-121,106236;119,888541
Barra 1038;13,003525;13,586996;13,859536;0,942284;0,984565;1,004314;0,45168;-121,03767;120,617575;Barra 1038;13,061764;13,647689;13,922821;0,946505;0,988963;1,0089;0,055695;-121,439668;120,21639
Barra 1056;13,003487;13,587002;13,859545;0,942282;0,984565;1,004315;0,451697;-121,037728;120,617626;Barra 1056;13,061726;13,647695;13,92283;0,946502;0,988963;1,008901;0,055713;-121,439726;120,216441
Barra 968;13,003696;13,586966;13,859495;0,942297;0,984563;1,004311;0,451598;-121,037408;120,617346;Barra 968;13,061936;13,647659;13,92278;0,946517;0,988961;1,008897;0,055614;-121,439406;120,216161
Barra 1011;13,003679;13,586969;13,859499;0,942296;0,984563;1,004312;0,451607;-121,037434;120,617369;Barra 1011;13,061919;13,647662;13,922784;0,946516;0,988961;1,008897;0,055622;-121,439432;120,216185
Barra 678;13,274169;13,586713;13,846426;0,961896;0,984544;1,003364;0,330442;-120,703972;120,288922;Barra 678;13,333619;13,647391;13,909668;0,966204;0,988941;1,007947;-0,065521;-121,105999;119,887739
Barra 687;13,274175;13,586688;13,84643;0,961897;0,984543;1,003364;0,330475;-120,703961;120,288885;Barra 687;13,333625;13,647367;13,909672;0,966205;0,98894;1,007947;-0,065487;-121,105988;119,887701
Barra 697;13,274463;13,585504;13,846615;0,961918;0,984457;1,003378;0,332114;-120,703424;120,287068;Barra 697;13,333914;13,646177;13,909858;0,966226;0,988853;1,007961;-0,063848;-121,10545;119,885884
Barra 717;13,274467;13,585489;13,846617;0,961918;0,984456;1,003378;0,332134;-120,703418;120,287046;Barra 717;13,333918;13,646163;13,90986;0,966226;0,988852;1,007961;-0,063828;-121,105444;119,885862
Barra 713;13,274468;13,585478;13,84662;0,961918;0,984455;1,003378;0,332153;-120,703425;120,287031;Barra 713;13,333919;13,646151;13,909863;0,966226;0,988852;1,007961;-0,063809;-121,105451;119,885847
Barra 718;13,274571;13,58506;13,846684;0,961925;0,984425;1,003383;0,332728;-120,703223;120,286387;Barra 718;13,334022;13,645731;13,909927;0,966234;0,988821;1,007966;-0,063234;-121,105249;119,885204
Barra 757;13,274573;13,585048;13,846687;0,961926;0,984424;1,003383;0,332747;-120,703223;120,28637;Barra 757;13,334025;13,645719;13,90993;0,966234;0,98882;1,007966;-0,063216;-121,10525;119,885186
Barra 774;13,274587;13,584992;13,846696;0,961927;0,98442;1,003384;0,332823;-120,703198;120,286285;Barra 774;13,334038;13,645663;13,909938;0,966235;0,988816;1,007967;-0,06314;-121,105224;119,885101
Barra 1035;13,017952;13,584506;13,856106;0,94333;0,984385;1,004066;0,44492;-121,015562;120,598221;Barra 1035;13,076256;13,645188;13,919376;0,947555;0,988782;1,00865;0,048936;-121,417561;120,197037
Barra 733;13,274708;13,584496;13,846773;0,961935;0,984384;1,003389;0,333509;-120,702967;120,285522;Barra 733;13,33416;13,645165;13,910016;0,966243;0,98878;1,007972;-0,062454;-121,104993;119,884339
