Nome;|V| [kV];|V| [kV];|V| [kV];|V| [pu];|V| [pu];|V| [pu];arg(V) [°];arg(V) [°];arg(V) [°];Nome;|V| [kV];|V| [kV];|V| [kV];|V| [pu];|V| [pu];|V| [pu];arg(V) [°];arg(V) [°];arg(V) [°]
Barra 1443;12,874789;13,298647;13,449357;0,932956;0,96367;0,974591;0,360166;-120,574645;120,578883;Barra 1443;12,932461;13,358073;13,510744;0,937135;0,967976;0,979039;-0,035988;-120,976534;120,177745
Barra 1467;12,874793;13,298652;13,449337;0,932956;0,96367;0,97459;0,360132;-120,574616;120,578892;Barra 1467;12,932465;13,358078;13,510723;0,937135;0,967977;0,979038;-0,036022;-120,976505;120,177754
Barra 1393;12,874783;13,298639;13,449394;0,932955;0,963669;0,974594;0,360226;-120,574697;120,578866;Barra 1393;12,932455;13,358065;13,51078;0,937134;0,967976;0,979042;-0,035929;-120,976586;120,177728
Barra 1370;12,874727;13,29856;13,449736;0,932951;0,963664;0,974619;0,360785;-120,575183;120,578709;Barra 1370;12,932399;13,357986;13,511124;0,93713;0,96797;0,979067;-0,035369;-120,977072;120,177571
Barra 1384;12,874729;13,298563;13,449723;0,932951;0,963664;0,974618;0,360763;-120,575164;120,578715;Barra 1384;12,932401;13,357989;13,511111;0,937131;0,96797;0,979066;-0,035391;-120,977053;120,177577
Barra 1351;12,87465;13,298452;13,450204;0,932946;0,963656;0,974652;0,36155;-120,575847;120,578495;Barra 1351;12,932322;13,357877;13,511594;0,937125;0,967962;0,979101;-0,034605;-120,977736;120,177357
Barra 1396;12,874653;13,298456;13,450187;0,932946;0,963656;0,974651;0,361522;-120,575823;120,578503;Barra 1396;12,932325;13,357881;13,511577;0,937125;0,967962;0,9791;-0,034632;-120,977712;120,177365
Barra 1410;12,874654;13,298457;13,450184;0,932946;0,963656;0,974651;0,361518;-120,575819;120,578503;Barra 1410;12,932325;13,357882;13,511574;0,937125;0,967962;0,9791;-0,034636;-120,977708;120,177364
Barra 1426;12,874654;13,298457;13,450185;0,932946;0,963656;0,974651;0,361518;-120,57582;120,578504;Barra 1426;12,932325;13,357882;13,511574;0,937125;0,967962;0,9791;-0,034636;-120,977709;120,177366
Barra 1391;12,874503;13,298246;13,4511;0,932935;0,963641;0,974717;0,363014;-120,57712;120,578084;Barra 1391;12,932174;13,35767;13,512494;0,937114;0,967947;0,979166;-0,03314;-120,979009;120,176946
Barra 1419;12,874503;13,298246;13,451099;0,932935;0,963641;0,974717;0,363013;-120,577119;120,578084;Barra 1419;12,932174;13,35767;13,512493;0,937114;0,967947;0,979166;-0,033141;-120,979008;120,176946
Barra 1427;12,874508;13,298252;13,451073;0,932935;0,963641;0,974715;0,362971;-120,577082;120,578097;Barra 1427;12,932179;13,357676;13,512467;0,937114;0,967948;0,979164;-0,033183;-120,978971;120,176959
Barra 1397;12,874498;13,298238;13,451132;0,932935;0,96364;0,97472;0,363066;-120,577165;120,57807;Barra 1397;12,932169;13,357662;13,512526;0,937114;0,967947;0,979169;-0,033088;-120,979054;120,176932
Barra 1332;12,87449;13,298226;13,451183;0,932934;0,96364;0,974723;0,36315;-120,577238;120,578046;Barra 1332;12,93216;13,35765;13,512578;0,937113;0,967946;0,979172;-0,033004;-120,979127;120,176908
Barra 1363;12,874494;13,298233;13,451154;0,932934;0,96364;0,974721;0,363103;-120,577196;120,57806;Barra 1363;12,932165;13,357657;13,512548;0,937113;0,967946;0,97917;-0,033051;-120,979085;120,176922
Barra 1323;12,874245;13,297883;13,452672;0,932916;0,963615;0,974831;0,365585;-120,579353;120,577364;Barra 1323;12,931915;13,357305;13,514074;0,937095;0,967921;0,979281;-0,030569;-120,981242;120,176226
Barra 1301;12,874243;13,29788;13,452686;0,932916;0,963614;0,974832;0,365607;-120,579372;120,577358;Barra 1301;12,931913;13,357302;13,514087;0,937095;0,96792;0,979282;-0,030547;-120,981261;120,17622
Barra 1297;12,873846;13,297322;13,455103;0,932887;0,963574;0,975007;0,369558;-120,582805;120,576251;Barra 1297;12,931514;13,356742;13,516515;0,937066;0,96788;0,979458;-0,026595;-120,984694;120,175113
Barra 1281;12,873836;13,297307;13,455167;0,932887;0,963573;0,975012;0,369663;-120,582896;120,576222;Barra 1281;12,931504;13,356727;13,51658;0,937066;0,967879;0,979462;-0,02649;-120,984785;120,175083
Barra 1291;12,873837;13,297308;13,455162;0,932887;0,963573;0,975012;0,369655;-120,582888;120,576221;Barra 1291;12,931505;13,356728;13,516574;0,937066;0,967879;0,979462;-0,026498;-120,984778;120,175083
Barra 1249;12,87382;13,297286;13,455261;0,932886;0,963571;0,975019;0,369817;-120,58303;120,576178;Barra 1249;12,931488;13,356705;13,516674;0,937064;0,967877;0,979469;-0,026337;-120,984919;120,17504
Barra 1233;12,873305;13,296562;13,4584;0,932848;0,963519;0,975246;0,374949;-120,587489;120,574741;Barra 1233;12,930971;13,355978;13,519828;0,937027;0,967825;0,979698;-0,021204;-120,989379;120,173603
Barra 1254;12,873308;13,296566;13,458382;0,932848;0,963519;0,975245;0,374919;-120,587463;120,57475;Barra 1254;12,930974;13,355982;13,51981;0,937027;0,967825;0,979696;-0,021233;-120,989353;120,173611
Barra 1215;12,872235;13,295057;13,464925;0,932771;0,96341;0,975719;0,385617;-120,596758;120,571756;Barra 1215;12,929896;13,354467;13,526382;0,936949;0,967715;0,980173;-0,010534;-120,998649;120,170618
Barra 1201;12,872229;13,295048;13,464965;0,93277;0,963409;0,975722;0,385683;-120,596815;120,571738;Barra 1201;12,92989;13,354458;13,526423;0,936949;0,967714;0,980176;-0,010468;-120,998706;120,1706
Barra 1156;12,872044;13,295026;13,465209;0,932757;0,963408;0,97574;0,386095;-120,597347;120,571851;Barra 1156;12,929704;13,354435;13,526668;0,936935;0,967713;0,980193;-0,010056;-120,999239;120,170712
Barra 1135;12,872195;13,295;13,465173;0,932768;0,963406;0,975737;0,386023;-120,59711;120,571643;Barra 1135;12,929856;13,354409;13,526631;0,936946;0,967711;0,980191;-0,010128;-120,999001;120,170505
Barra 1171;12,868899;13,288101;13,458197;0,932529;0,962906;0,975232;0,384968;-120,593941;120,565777;Barra 1171;12,926545;13,34748;13,519623;0,936706;0,967209;0,979683;-0,011186;-120,99583;120,16464
Barra 1178;12,868894;13,288102;13,458199;0,932529;0,962906;0,975232;0,384968;-120,593949;120,565785;Barra 1178;12,92654;13,347481;13,519624;0,936706;0,967209;0,979683;-0,011187;-120,995838;120,164648
Barra 1184;12,867747;13,285659;13,455729;0,932445;0,962729;0,975053;0,384598;-120,592801;120,563683;Barra 1184;12,925389;13,345027;13,517144;0,936622;0,967031;0,979503;-0,011558;-120,994689;120,162546
Barra 1229;12,841637;13,231876;13,398651;0,930553;0,958832;0,970917;0,394585;-120,529483;120,554103;Barra 1229;12,899162;13,291008;13,459801;0,934722;0,963117;0,975348;-0,001598;-120,931355;120,152976
Barra 1259;12,841636;13,231876;13,398651;0,930553;0,958832;0,970917;0,394585;-120,529483;120,554103;Barra 1259;12,899161;13,291007;13,4598;0,934722;0,963116;0,975348;-0,001598;-120,931355;120,152976
Barra 1265;12,841633;13,231873;13,398648;0,930553;0,958831;0,970917;0,394586;-120,529481;120,554104;Barra 1265;12,899159;13,291004;13,459797;0,934722;0,963116;0,975348;-0,001597;-120,931353;120,152977
Barra 1307;12,841633;13,231873;13,398648;0,930553;0,958831;0,970916;0,394586;-120,529481;120,554104;Barra 1307;12,899158;13,291004;13,459797;0,934722;0,963116;0,975348;-0,001597;-120,931353;120,152977
Barra 1300;12,834936;13,21942;13,385466;0,930068;0,957929;0,969961;0,397213;-120,515576;120,552691;Barra 1300;12,892432;13,278497;13,446554;0,934234;0,96221;0,974388;0,001024;-120,917445;120,151566
Barra 1241;12,835543;13,219318;13,385321;0,930112;0,957922;0,969951;0,396921;-120,514616;120,551849;Barra 1241;12,893041;13,278394;13,446409;0,934278;0,962202;0,974377;0,000732;-120,916484;120,150724
Barra 1273;12,835122;13,218389;13,384333;0,930081;0,957854;0,969879;0,39708;-120,513476;120,551644;Barra 1273;12,892619;13,277461;13,445416;0,934248;0,962135;0,974306;0,00089;-120,915344;120,15052
Barra 1311;12,834503;13,216865;13,382991;0,930036;0,957744;0,969782;0,395706;-120,515304;120,547761;Barra 1311;12,891997;13,27593;13,444068;0,934203;0,962024;0,974208;-0,000484;-120,917172;120,146637
Barra 1338;12,831211;13,208757;13,375852;0,929798;0,957156;0,969265;0,388395;-120,525035;120,527096;Barra 1338;12,888691;13,267787;13,436896;0,933963;0,961434;0,973688;-0,007798;-120,926899;120,125971
Barra 1369;12,829209;13,20308;13,370929;0,929653;0,956745;0,968908;0,383915;-120,531465;120,512364;Barra 1369;12,886679;13,262084;13,43195;0,933817;0,961021;0,97333;-0,012281;-120,933327;120,111239
Barra 1392;12,828807;13,202639;13,370486;0,929624;0,956713;0,968876;0,383044;-120,532283;120,51142;Barra 1392;12,886276;13,261641;13,431504;0,933788;0,960988;0,973297;-0,013151;-120,934145;120,110296
Barra 1422;12,828718;13,202542;13,370388;0,929617;0,956706;0,968869;0,382853;-120,532463;120,511213;Barra 1422;12,886187;13,261544;13,431406;0,933782;0,960981;0,97329;-0,013343;-120,934325;120,110088
Barra 1383;12,829002;13,20167;13,369779;0,929638;0,956643;0,968825;0,383417;-120,532688;120,508465;Barra 1383;12,886472;13,260668;13,430794;0,933802;0,960918;0,973246;-0,012779;-120,93455;120,107341
Barra 1436;12,827889;13,201631;13,369473;0,929557;0,95664;0,968802;0,381057;-120,534152;120,509266;Barra 1436;12,885354;13,260629;13,430486;0,933721;0,960915;0,973224;-0,015139;-120,936013;120,108141
Barra 1462;12,827324;13,201012;13,368849;0,929516;0,956595;0,968757;0,379835;-120,535301;120,50794;Barra 1462;12,884787;13,260007;13,42986;0,93368;0,96087;0,973178;-0,016362;-120,937162;120,106815
Barra 1403;12,829027;13,199098;13,36778;0,92964;0,956456;0,96868;0,383362;-120,534399;120,501023;Barra 1403;12,886497;13,258084;13,428786;0,933804;0,960731;0,9731;-0,012835;-120,93626;120,099899
Barra 1450;12,828786;13,198834;13,367514;0,929622;0,956437;0,96866;0,38284;-120,534889;120,500458;Barra 1450;12,886255;13,257819;13,428519;0,933787;0,960712;0,973081;-0,013357;-120,93675;120,099334
Barra 1459;12,828743;13,198788;13,367467;0,929619;0,956434;0,968657;0,382835;-120,534885;120,500451;Barra 1459;12,886212;13,257773;13,428471;0,933784;0,960708;0,973078;-0,013362;-120,936745;120,099327
Barra 1433;12,829218;13,197773;13,366795;0,929653;0,95636;0,968608;0,383711;-120,53505;120,497041;Barra 1433;12,886689;13,256753;13,427796;0,933818;0,960634;0,973029;-0,012486;-120,936911;120,095917
Barra 1482;12,829936;13,195101;13,36487;0,929706;0,956167;0,968469;0,385086;-120,535915;120,488731;Barra 1482;12,887411;13,254069;13,425862;0,93387;0,96044;0,972889;-0,011112;-120,937775;120,087607
Barra 1458;12,829933;13,195098;13,364887;0,929705;0,956166;0,96847;0,385113;-120,535941;120,488732;Barra 1458;12,887407;13,254066;13,425879;0,93387;0,96044;0,97289;-0,011085;-120,937801;120,087608
Barra 1620;12,82861;13,193551;13,363361;0,929609;0,956054;0,968359;0,385778;-120,53498;120,489148;Barra 1620;12,886079;13,252513;13,424346;0,933774;0,960327;0,972779;-0,010421;-120,93684;120,088024
Barra 1614;12,828841;13,193512;13,363306;0,929626;0,956052;0,968355;0,385667;-120,534614;120,488827;Barra 1614;12,886311;13,252473;13,424291;0,933791;0,960324;0,972775;-0,010531;-120,936473;120,087703
Barra 1592;12,828931;13,193497;13,363284;0,929633;0,95605;0,968354;0,385624;-120,534471;120,488701;Barra 1592;12,886401;13,252458;13,424269;0,933797;0,960323;0,972773;-0,010575;-120,93633;120,087577
Barra 1594;12,829209;13,19345;13,363218;0,929653;0,956047;0,968349;0,385491;-120,53403;120,488315;Barra 1594;12,88668;13,252411;13,424203;0,933817;0,96032;0,972768;-0,010708;-120,93589;120,087191
Barra 1562;12,829288;13,193437;13,3632;0,929659;0,956046;0,968348;0,385453;-120,533906;120,488205;Barra 1562;12,886759;13,252398;13,424184;0,933823;0,960319;0,972767;-0,010746;-120,935765;120,087081
Barra 1519;12,830522;13,193228;13,362906;0,929748;0,956031;0,968327;0,38486;-120,531947;120,486487;Barra 1519;12,888;13,252189;13,423889;0,933913;0,960304;0,972746;-0,011339;-120,933807;120,085364
Barra 1569;12,833868;13,185135;13,354277;0,92999;0,955445;0,967701;0,383376;-120,513608;120,475764;Barra 1569;12,89136;13,24406;13,41522;0,934157;0,959714;0,972117;-0,012827;-120,915466;120,074641
Barra 1528;12,833875;13,185134;13,354275;0,929991;0,955444;0,967701;0,383376;-120,513597;120,475753;Barra 1528;12,891368;13,244058;13,415219;0,934157;0,959714;0,972117;-0,012826;-120,915455;120,07463
Barra 1602;12,83667;13,178695;13,347402;0,930193;0,954978;0,967203;0,382135;-120,498818;120,467043;Barra 1602;12,894175;13,23759;13,408313;0,93436;0,959246;0,971617;-0,01407;-120,900674;120,065922
Barra 1564;12,836758;13,17868;13,34738;0,9302;0,954977;0,967201;0,382093;-120,498677;120,466919;Barra 1564;12,894264;13,237575;13,408292;0,934367;0,959245;0,971615;-0,014112;-120,900533;120,065798
Barra 1681;12,839865;13,172394;13,339989;0,930425;0,954521;0,966666;0,379868;-120,482878;120,458188;Barra 1681;12,897384;13,231261;13,400867;0,934593;0,958787;0,971077;-0,01634;-120,884733;120,057067
Barra 1664;12,839853;13,172377;13,340062;0,930424;0,95452;0,966671;0,379988;-120,482982;120,458154;Barra 1664;12,897372;13,231245;13,40094;0,934592;0,958786;0,971083;-0,01622;-120,884838;120,057034
Barra 1680;12,839854;13,172378;13,340058;0,930424;0,95452;0,966671;0,379981;-120,482976;120,458154;Barra 1680;12,897373;13,231245;13,400936;0,934592;0,958786;0,971082;-0,016226;-120,884831;120,057034
Barra 1615;12,839828;13,172342;13,340211;0,930422;0,954518;0,966682;0,380232;-120,483195;120,458085;Barra 1615;12,897348;13,23121;13,40109;0,93459;0,958783;0,971093;-0,015976;-120,88505;120,056965
Barra 1583;12,839778;13,17227;13,340522;0,930419;0,954512;0,966705;0,380743;-120,483641;120,457941;Barra 1583;12,897297;13,231137;13,401403;0,934587;0,958778;0,971116;-0,015464;-120,885496;120,056821
Barra 1616;12,846753;13,156506;13,325723;0,930924;0,95337;0,965632;0,380227;-120,449867;120,435591;Barra 1616;12,904303;13,215303;13,386535;0,935094;0,957631;0,970039;-0,015987;-120,85172;120,034473
Barra 1641;12,846754;13,156503;13,325723;0,930924;0,95337;0,965632;0,380231;-120,449866;120,435587;Barra 1641;12,904304;13,2153;13,386536;0,935095;0,95763;0,970039;-0,015983;-120,851719;120,034469
Barra 1728;12,846759;13,156482;13,325727;0,930925;0,953368;0,965632;0,380261;-120,449856;120,435553;Barra 1728;12,904309;13,215279;13,386539;0,935095;0,957629;0,970039;-0,015953;-120,851709;120,034436
Barra 1673;12,85335;13,141432;13,311512;0,931402;0,952278;0,964602;0,37969;-120,417505;120,414287;Barra 1673;12,91093;13,200162;13,372259;0,935575;0,956534;0,969004;-0,01653;-120,819355;120,013172
Barra 1639;12,853443;13,141417;13,31149;0,931409;0,952277;0,964601;0,379645;-120,417355;120,414156;Barra 1639;12,911024;13,200147;13,372236;0,935581;0,956532;0,969003;-0,016575;-120,819205;120,013041
Barra 2321;12,888709;13,131098;13,167683;0,933964;0,951529;0,95418;0,198065;-120,180655;120,412158;Barra 2321;12,946447;13,189785;13,227773;0,938148;0,955782;0,958534;-0,19819;-120,582482;120,01105
Barra 2282;12,888684;13,131062;13,167836;0,933963;0,951526;0,954191;0,198315;-120,180874;120,412086;Barra 2282;12,946421;13,189749;13,227927;0,938146;0,955779;0,958545;-0,19794;-120,582701;120,010978
Barra 2296;12,888684;13,131062;13,167836;0,933963;0,951526;0,954191;0,198315;-120,180874;120,412086;Barra 2296;12,946421;13,189749;13,227927;0,938146;0,955779;0,958545;-0,19794;-120,582701;120,010978
Barra 2285;12,888661;13,13103;13,167976;0,933961;0,951524;0,954201;0,198544;-120,181073;120,412021;Barra 2285;12,946398;13,189716;13,228067;0,938145;0,955777;0,958556;-0,197711;-120,582901;120,010913
Barra 2311;12,88866;13,131024;13,167993;0,933961;0,951524;0,954202;0,198575;-120,181093;120,411994;Barra 2311;12,946397;13,189711;13,228084;0,938145;0,955776;0,958557;-0,19768;-120,582921;120,010886
Barra 2280;12,888657;13,131024;13,168002;0,933961;0,951523;0,954203;0,198586;-120,18111;120,412008;Barra 2280;12,946394;13,18971;13,228093;0,938144;0,955776;0,958557;-0,197669;-120,582938;120,0109
Barra 2299;12,888652;13,131018;13,168028;0,93396;0,951523;0,954205;0,198629;-120,181148;120,411996;Barra 2299;12,94639;13,189704;13,22812;0,938144;0,955776;0,958559;-0,197626;-120,582976;120,010888
Barra 2279;12,888641;13,131001;13,168097;0,93396;0,951522;0,95421;0,198741;-120,181246;120,411964;Barra 2279;12,946378;13,189688;13,228189;0,938143;0,955774;0,958564;-0,197514;-120,583074;120,010856
Barra 2259;12,888601;13,130944;13,168344;0,933957;0,951518;0,954228;0,199145;-120,181599;120,411848;Barra 2259;12,946338;13,18963;13,228437;0,93814;0,95577;0,958582;-0,19711;-120,583427;120,01074
Barra 2260;12,888491;13,130787;13,169014;0,933949;0,951506;0,954276;0,200239;-120,182556;120,411535;Barra 2260;12,946227;13,189472;13,22911;0,938132;0,955759;0,958631;-0,196016;-120,584384;120,010427
Barra 2251;12,888479;13,130771;13,169083;0,933948;0,951505;0,954281;0,200351;-120,182654;120,411503;Barra 2251;12,946216;13,189456;13,229179;0,938132;0,955758;0,958636;-0,195904;-120,584482;120,010394
Barra 2218;12,887583;13,129493;13,174546;0,933883;0,951413;0,954677;0,209273;-120,190459;120,408947;Barra 2218;12,945316;13,188172;13,234667;0,938066;0,955665;0,959034;-0,18698;-120,592287;120,007839
Barra 2217;12,887443;13,129293;13,175401;0,933873;0,951398;0,954739;0,21067;-120,19168;120,408547;Barra 2217;12,945175;13,187972;13,235526;0,938056;0,95565;0,959096;-0,185584;-120,593509;120,007439
Barra 2198;12,887401;13,129234;13,175655;0,93387;0,951394;0,954758;0,211084;-120,192043;120,408428;Barra 2198;12,945133;13,187912;13,235781;0,938053;0,955646;0,959115;-0,18517;-120,593871;120,00732
Barra 2223;12,887407;13,12924;13,175626;0,93387;0,951394;0,954756;0,21104;-120,191998;120,408427;Barra 2223;12,945139;13,187918;13,235752;0,938054;0,955646;0,959112;-0,185214;-120,593827;120,007318
Barra 2180;12,88734;13,129147;13,176028;0,933865;0,951387;0,954785;0,211693;-120,192575;120,408254;Barra 2180;12,945072;13,187824;13,236156;0,938049;0,955639;0,959142;-0,184561;-120,594404;120,007146
Barra 2212;12,88734;13,129147;13,176028;0,933865;0,951387;0,954785;0,211693;-120,192575;120,408254;Barra 2212;12,945072;13,187824;13,236155;0,938049;0,955639;0,959142;-0,184561;-120,594404;120,007146
Barra 2292;12,887099;13,128805;13,177493;0,933848;0,951363;0,954891;0,214085;-120,194669;120,407573;Barra 2292;12,94483;13,187481;13,237627;0,938031;0,955615;0,959248;-0,182168;-120,596498;120,006465
Barra 2295;12,887108;13,128812;13,177452;0,933848;0,951363;0,954888;0,214023;-120,194607;120,407571;Barra 2295;12,944838;13,187489;13,237586;0,938032;0,955615;0,959245;-0,182231;-120,596436;120,006463
Barra 2304;12,88708;13,128777;13,177611;0,933846;0,951361;0,954899;0,214278;-120,194838;120,407518;Barra 2304;12,94481;13,187453;13,237746;0,93803;0,955613;0,959257;-0,181975;-120,596667;120,00641
Barra 2272;12,88707;13,128762;13,177674;0,933846;0,95136;0,954904;0,21438;-120,194927;120,407489;Barra 2272;12,9448;13,187438;13,237809;0,938029;0,955611;0,959262;-0,181873;-120,596757;120,00638
Barra 2289;12,887075;13,12877;13,177641;0,933846;0,95136;0,954901;0,214326;-120,19488;120,407504;Barra 2289;12,944806;13,187446;13,237776;0,938029;0,955612;0,959259;-0,181927;-120,596709;120,006396
Barra 2297;12,887075;13,12877;13,177641;0,933846;0,95136;0,954901;0,214326;-120,19488;120,407504;Barra 2297;12,944806;13,187446;13,237776;0,938029;0,955612;0,959259;-0,181927;-120,596709;120,006396
Barra 2267;12,887047;13,12873;13,177811;0,933844;0,951357;0,954914;0,214604;-120,195124;120,407424;Barra 2267;12,944777;13,187406;13,237947;0,938027;0,955609;0,959272;-0,181649;-120,596953;120,006316
